bin	CAPES_S11	CAPES_S21	CAPES_S7
SPAdesHybrid-CAPES_S11.45.fa	43.5362	0.0894674	0.0
SPAdesHybrid-CAPES_S11.46.fa	24.3172	0.0	0.007915199999999999
SPAdesHybrid-CAPES_S11.47.fa	12.5173	7.623505000000001	0.0
SPAdesHybrid-CAPES_S11.48.fa	17.128	0.05459119999999999	26.52745
SPAdesHybrid-CAPES_S11.49.fa	7.12555	0.0	0.0
SPAdesHybrid-CAPES_S11.5.fa	6.563975	0.0	0.0
SPAdesHybrid-CAPES_S11.50.fa	2.22324	0.0	0.0
SPAdesHybrid-CAPES_S11.51.fa	8.739905	99.8871	0.046393
SPAdesHybrid-CAPES_S11.52.fa	50.2997	3.75275	94.4859
SPAdesHybrid-CAPES_S11.53.fa	38.53155	55.1097	38.36535
SPAdesHybrid-CAPES_S11.54.fa	3.93552	0.0	0.0
SPAdesHybrid-CAPES_S11.55.fa	5.84903	0.0	0.0
SPAdesHybrid-CAPES_S11.56.fa	50.7401	28.9814	0.297271
SPAdesHybrid-CAPES_S11.57.fa	14.0221	0.0	0.0
SPAdesHybrid-CAPES_S11.58.fa	41.523999999999994	65.5853	52.7137
SPAdesHybrid-CAPES_S11.59.fa	21.14065	0.0	0.0
SPAdesHybrid-CAPES_S11.6.fa	10.11005	0.2100995	23.22815
SPAdesHybrid-CAPES_S11.60.fa	7.850435000000001	0.0	0.0
SPAdesHybrid-CAPES_S11.61.fa	28.58455	16.16095	0.041169800000000006
SPAdesHybrid-CAPES_S11.62.fa	53.1039	27.9723	0.274975
SPAdesHybrid-CAPES_S11.63.fa	52.9548	22.1017	0.280549
SPAdesHybrid-CAPES_S11.7.fa	6.8227600000000015	0.0	0.0
SPAdesHybrid-CAPES_S11.8.fa	24.8374	17.56395	0.03837619999999999
SPAdesHybrid-CAPES_S11.9.fa	6.9142600000000005	0.0	0.0
