task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	7b/5dfdac	e9653d46-64e4-49ab-a463-b73a412ff4a3	NFCORE_MAG:MAG:BOWTIE2_PHIX_REMOVAL_BUILD (GCA_002596845.1_ASM259684v1_genomic.fna.gz)	COMPLETED	0	2021-07-29 07:13:36.329	5m 34s	17s	2.6%	14.3 MB	103.3 MB	1.3 MB	8 MB
6	3c/22638c	9e8c61b3-e8bd-44a3-b3fc-b63cc0299a8a	NFCORE_MAG:MAG:KRONA_DB	COMPLETED	0	2021-07-29 07:13:36.254	6m 54s	1m 29s	88.5%	1.6 GB	1.7 GB	836.8 MB	924.5 MB
10	65/ddde39	5e870056-4d7f-4c0d-9983-1b9d8dfbfb68	NFCORE_MAG:MAG:FASTP (CAPES_S11)	COMPLETED	0	2021-07-29 07:13:36.653	7m 24s	1m 56s	608.1%	1.1 GB	1.7 GB	1.8 GB	1.9 GB
19	d4/54625f	04c3e451-ae1c-47d5-a9b7-41d5d1a36a46	NFCORE_MAG:MAG:FASTP (CAPES_S7)	COMPLETED	0	2021-07-29 07:13:36.645	8m 4s	2m 31s	551.0%	1.2 GB	1.6 GB	2.4 GB	2.4 GB
12	d7/b3a4ef	a771b9a0-bf57-4fba-9069-a59040578f42	NFCORE_MAG:MAG:FASTP (CAPES_S21)	COMPLETED	0	2021-07-29 07:13:36.765	8m 54s	3m 17s	548.8%	1.1 GB	1.7 GB	2.9 GB	3 GB
17	ef/ca5842	aad41445-7185-430e-9f4d-4fd3fd1a877c	NFCORE_MAG:MAG:FASTQC_RAW (CAPES_S7)	COMPLETED	0	2021-07-29 07:13:36.682	9m 14s	2m 2s	202.8%	1.1 GB	4.4 GB	2.4 GB	3.9 MB
15	f3/935516	180f4cc7-5396-4564-b98d-119642741dd4	NFCORE_MAG:MAG:FASTQC_RAW (CAPES_S21)	COMPLETED	0	2021-07-29 07:13:36.663	9m 34s	4m	129.2%	1 GB	4.3 GB	2.9 GB	3.9 MB
11	77/9bea33	76b78c06-ed1b-414e-bbcc-cea7fb8419f6	NFCORE_MAG:MAG:FASTQC_RAW (CAPES_S11)	COMPLETED	0	2021-07-29 07:13:36.444	12m 54s	7m 24s	53.0%	1 GB	4.3 GB	1.8 GB	3.8 MB
7	10/576a67	d721607c-104f-4e55-9e7a-4471eacec979	NFCORE_MAG:MAG:CENTRIFUGE_DB_PREPARATION	COMPLETED	0	2021-07-29 07:13:36.567	17m 24s	7m 55s	24.8%	6.9 MB	11.1 MB	12.3 GB	13.8 GB
9	e3/ecdbf7	e624f9e5-e441-4ad3-8851-4f9ce7820966	NFCORE_MAG:MAG:NANOPLOT_RAW (CAPES_S11)	COMPLETED	0	2021-07-29 07:13:36.685	19m 4s	12m 46s	97.2%	605 MB	1.9 GB	4.1 GB	44.4 MB
1	0a/50a3fc	fda6c88a-e5ff-4d44-bea5-a422139ebba8	NFCORE_MAG:MAG:KRAKEN2_DB_PREPARATION	COMPLETED	0	2021-07-29 07:13:36.412	24m 24s	12m 21s	16.6%	6.7 MB	11.1 MB	13 GB	14.9 GB
16	19/8ff9ee	430082a8-dfd5-45d8-ae06-f7df04e480d6	NFCORE_MAG:MAG:NANOPLOT_RAW (CAPES_S7)	COMPLETED	0	2021-07-29 07:13:36.579	29m 34s	22m 43s	94.8%	630.8 MB	2 GB	8.1 GB	44.1 MB
13	62/c5be02	a2d12683-1bb5-420b-b02d-98fd9bdf0c77	NFCORE_MAG:MAG:NANOPLOT_RAW (CAPES_S21)	COMPLETED	0	2021-07-29 07:13:36.596	33m 14s	26m 46s	97.6%	1004.3 MB	2.2 GB	6.8 GB	79.7 MB
3	6e/a31afa	4d2787af-2da0-4eee-9b81-da527177dc69	NFCORE_MAG:MAG:BOWTIE2_HOST_REMOVAL_BUILD (hg19_main_mask_ribo_animal_allplant_allfungus.fa.gz)	COMPLETED	0	2021-07-29 07:13:36.565	52m 24s	46m 56s	874.1%	5.2 GB	6.9 GB	24.3 GB	24.7 GB
5	d4/c32436	0999dc8e-ab8d-454e-ae57-4a921957be58	NFCORE_MAG:MAG:GTDBTK:GTDBTK_DB_PREPARATION (gtdbtk_r202_data.tar.gz)	COMPLETED	0	2021-07-29 07:13:36.363	53m 44s	19m 36s	48.7%	7.1 MB	11.1 MB	95.9 GB	97 GB
20	50/7d0871	f3e4aa5d-4387-42ed-88ab-55c9c25cd28b	NFCORE_MAG:MAG:BOWTIE2_HOST_REMOVAL_ALIGN (CAPES_S11-host_removed)	COMPLETED	0	2021-07-29 08:06:01.154	41m 29s	40m	1120.4%	3.2 GB	4.4 GB	25.4 GB	28.6 GB
8	d0/d019e4	266d048d-27d3-4297-a3f7-afdfbf12d151	NFCORE_MAG:MAG:PORECHOP (CAPES_S11)	COMPLETED	0	2021-07-29 07:13:36.236	1h 35m 34s	1h 28m 31s	372.0%	14.2 GB	14.6 GB	4 GB	7.7 GB
21	74/504bc2	616bf415-5475-4d21-aa98-bd6c4e87ba28	NFCORE_MAG:MAG:BOWTIE2_HOST_REMOVAL_ALIGN (CAPES_S7-host_removed)	COMPLETED	0	2021-07-29 08:06:01.189	53m 29s	52m 30s	1085.6%	3.2 GB	4.4 GB	30.1 GB	34.6 GB
22	4f/8a70aa	0e13905b-b578-4e81-850e-ba445ea89892	NFCORE_MAG:MAG:BOWTIE2_HOST_REMOVAL_ALIGN (CAPES_S21-host_removed)	COMPLETED	0	2021-07-29 08:06:01.273	1h 59s	1h 2s	1111.8%	3.2 GB	4.4 GB	37 GB	43.4 GB
23	50/3d750d	82ce3109-f355-4954-bc65-f740645523ae	NFCORE_MAG:MAG:BOWTIE2_PHIX_REMOVAL_ALIGN (CAPES_S11-phix_removed)	COMPLETED	0	2021-07-29 08:47:31.341	42m 49s	41m 58s	483.0%	45.1 MB	645.4 MB	22.2 GB	28.6 GB
29	9b/3f131e	b87b9376-9f9c-409d-992b-a7bd6cdb333b	NFCORE_MAG:MAG:KRAKEN2 (CAPES_S11-minikraken_8GB_202003)	COMPLETED	0	2021-07-29 09:30:21.607	3m 19s	1m 42s	294.0%	7.7 GB	8.1 GB	16.6 GB	2.6 GB
30	75/0b2f74	29a2d0ac-b3c0-4f5d-a7d7-7d607dd61c4e	NFCORE_MAG:MAG:FASTQC_TRIMMED (CAPES_S11)	COMPLETED	0	2021-07-29 09:30:21.501	3m 29s	2m 35s	203.3%	1.1 GB	4.4 GB	1.7 GB	3.9 MB
4	8b/f5f73e	357e81e1-1a57-4680-9e80-2c2450ecaa03	NFCORE_MAG:MAG:CAT_DB (CAT_prepare_20210107.tar)	COMPLETED	0	2021-07-29 07:13:36.359	2h 22m 24s	1h 7m 31s	110.5%	7.1 MB	11.1 MB	442.2 GB	524.1 GB
27	f1/2fee16	b2e95e4f-b6f0-43c8-8713-ceaf571dfc96	NFCORE_MAG:MAG:CENTRIFUGE (CAPES_S11-p_compressed+h+v)	COMPLETED	0	2021-07-29 09:30:21.450	8m 9s	6m 56s	508.5%	7 GB	7.6 GB	16.3 GB	1.9 GB
32	e9/af5be1	2f63f8a3-5b9e-42a6-9096-bc50fc25caef	NFCORE_MAG:MAG:KRONA (kraken2-CAPES_S11)	COMPLETED	0	2021-07-29 09:33:41.087	6m 50s	6m 5s	100.8%	1.9 GB	1.9 GB	432.6 MB	301.2 MB
24	85/7559cf	67cd76b6-086e-4793-b593-26ca4873ed50	NFCORE_MAG:MAG:NANOLYSE (CAPES_S11)	COMPLETED	0	2021-07-29 08:49:11.203	55m 19s	52m 49s	146.1%	31.1 MB	412 MB	49.9 GB	34.5 GB
33	37/784f2c	19829976-0459-47d0-bfea-2f228d3e19a3	NFCORE_MAG:MAG:KRONA (centrifuge-CAPES_S11)	COMPLETED	0	2021-07-29 09:38:31.237	6m 59s	6m 29s	100.1%	2 GB	2 GB	478 MB	348.1 MB
25	e4/98715a	dacced59-8b11-4c7f-809f-4db2a4caf2c9	NFCORE_MAG:MAG:BOWTIE2_PHIX_REMOVAL_ALIGN (CAPES_S7-phix_removed)	COMPLETED	0	2021-07-29 08:59:31.298	53m 39s	52m 46s	485.2%	46.1 MB	645.4 MB	26.8 GB	34.6 GB
14	63/6f55e7	a4c10889-5672-4dd1-9d9a-f0a322a326e8	NFCORE_MAG:MAG:PORECHOP (CAPES_S21)	COMPLETED	0	2021-07-29 07:13:36.727	2h 40m 4s	2h 28m 27s	365.4%	25.1 GB	25.6 GB	6.6 GB	13.2 GB
36	1d/4ca495	ef4a26c0-b2eb-4273-a48c-9d76dfe07cf8	NFCORE_MAG:MAG:FASTQC_TRIMMED (CAPES_S7)	COMPLETED	0	2021-07-29 09:53:11.377	3m 9s	2m 16s	194.9%	1 GB	4.3 GB	2.2 GB	3.9 MB
18	6d/542c1f	0f6d056a-d1a7-4ed8-97c9-33abf6d34dc2	NFCORE_MAG:MAG:PORECHOP (CAPES_S7)	COMPLETED	0	2021-07-29 07:13:36.577	2h 44m 14s	2h 28m 58s	372.4%	20.9 GB	21.4 GB	7.9 GB	14.7 GB
38	12/be74ca	10a03786-03c5-4909-adda-7a14d38bf418	NFCORE_MAG:MAG:KRAKEN2 (CAPES_S7-minikraken_8GB_202003)	COMPLETED	0	2021-07-29 09:53:11.530	7m 9s	2m 26s	299.3%	7.7 GB	8.2 GB	19 GB	3.6 GB
35	33/9614a0	bb7ff414-076e-4408-8942-5be77d6b93ce	NFCORE_MAG:MAG:CENTRIFUGE (CAPES_S7-p_compressed+h+v)	COMPLETED	0	2021-07-29 09:53:11.467	8m 59s	8m 1s	523.0%	7 GB	7.6 GB	18.6 GB	2.6 GB
42	4d/3198ee	d578a422-ee0f-4021-9654-803138645db1	NFCORE_MAG:MAG:KRONA (kraken2-CAPES_S7)	COMPLETED	0	2021-07-29 10:00:21.162	8m 50s	8m 19s	100.2%	2.1 GB	2.1 GB	502.3 MB	363.8 MB
26	f5/70f636	b846963e-246f-4b21-99b5-5ef9e8ac2b42	NFCORE_MAG:MAG:BOWTIE2_PHIX_REMOVAL_ALIGN (CAPES_S21-phix_removed)	COMPLETED	0	2021-07-29 09:07:01.178	1h 3m 19s	1h 2m 20s	489.1%	45.6 MB	645.4 MB	33.7 GB	43.4 GB
47	3f/4f906c	cbb13eba-378d-4e8f-beae-c356c7faa33a	NFCORE_MAG:MAG:KRAKEN2 (CAPES_S21-minikraken_8GB_202003)	COMPLETED	0	2021-07-29 10:10:21.395	3m 19s	2m 13s	281.9%	7.7 GB	8.2 GB	22 GB	4.6 GB
46	45/63e92e	5ce26a9e-ec2f-48c2-8938-369e68ad22f8	NFCORE_MAG:MAG:FASTQC_TRIMMED (CAPES_S21)	COMPLETED	0	2021-07-29 10:10:21.399	3m 39s	2m 50s	201.5%	1.1 GB	4.4 GB	2.8 GB	3.9 MB
43	58/3927a3	d3b1ef63-df01-4510-a074-4b1af213ed2f	NFCORE_MAG:MAG:KRONA (centrifuge-CAPES_S7)	COMPLETED	0	2021-07-29 10:02:11.204	11m 59s	11m 28s	101.1%	2.4 GB	2.5 GB	613.4 MB	469 MB
45	a9/7a0c76	e35be2c0-dc05-4b06-a34f-7a1c0bab1623	NFCORE_MAG:MAG:CENTRIFUGE (CAPES_S21-p_compressed+h+v)	COMPLETED	0	2021-07-29 10:10:21.437	9m 59s	8m 45s	555.2%	7 GB	7.6 GB	20.8 GB	2.6 GB
49	fc/174d6a	67e7281f-c475-43d9-b766-c1202e1ec693	NFCORE_MAG:MAG:KRONA (kraken2-CAPES_S21)	COMPLETED	0	2021-07-29 10:13:41.232	14m 39s	11m 32s	100.2%	2.4 GB	2.4 GB	617.3 MB	458.5 MB
50	fd/331643	35fa1b36-5696-4eb9-91d1-a3d2d137c96c	NFCORE_MAG:MAG:KRONA (centrifuge-CAPES_S21)	COMPLETED	0	2021-07-29 10:20:21.249	10m 39s	10m 9s	100.3%	2.5 GB	2.5 GB	638.5 MB	485.9 MB
40	b3/6737db	9530da8a-1bb3-4da4-be71-db5f9d7a672f	NFCORE_MAG:MAG:NANOLYSE (CAPES_S21)	COMPLETED	0	2021-07-29 09:53:41.216	1h 36m 10s	1h 31m 36s	141.0%	54.3 MB	382.3 MB	85.3 GB	58.9 GB
41	02/9eebf9	e372ece4-4432-4996-80e0-69b50abe3c5e	NFCORE_MAG:MAG:NANOLYSE (CAPES_S7)	COMPLETED	0	2021-07-29 09:57:51.083	1h 41m 10s	1h 36m 48s	143.8%	106.8 MB	431.1 MB	95.8 GB	66.4 GB
34	b3/3ec1f3	386312ea-b422-48cc-bfca-995bbaa1d118	NFCORE_MAG:MAG:FILTLONG (CAPES_S11)	COMPLETED	0	2021-07-29 09:44:31.203	2h 2m	2h 37s	101.4%	18.7 GB	18.8 GB	15.3 GB	9.1 GB
39	5b/92a589	7805d558-3d64-4a6d-a923-1ae4c915205a	NFCORE_MAG:MAG:SPADES (CAPES_S7)	COMPLETED	0	2021-07-29 09:53:11.554	1h 53m 39s	1h 52m 30s	598.7%	9.6 GB	9.9 GB	56.6 GB	77 GB
55	cc/215c9c	3831aecf-782c-4eb8-88f8-a1fb88be49d6	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_BUILD (SPAdes-CAPES_S7)	COMPLETED	0	2021-07-29 11:46:51.267	1m 29s	55s	100.1%	383.7 MB	531 MB	259.8 MB	101.2 MB
56	00/c82b11	4e982420-7e2f-4cf6-a41b-969db6ca6cd8	NFCORE_MAG:MAG:QUAST (SPAdes-CAPES_S7)	COMPLETED	0	2021-07-29 11:46:51.263	4m 9s	1m 46s	94.3%	764 MB	1.7 GB	690.6 MB	57.3 MB
37	9d/95f90b	44e0e246-847c-4656-b1cc-b4aa8b88f748	NFCORE_MAG:MAG:MEGAHIT (CAPES_S7)	COMPLETED	0	2021-07-29 09:53:11.555	1h 59m 49s	1h 59m 8s	100.8%	2.6 GB	3 GB	27.3 GB	12.5 GB
28	2b/5086ab	4bf4a827-e0d3-4de8-a2b4-b1de7beae091	NFCORE_MAG:MAG:SPADES (CAPES_S11)	COMPLETED	0	2021-07-29 09:30:21.545	2h 23m 49s	2h 19m 44s	607.9%	23.8 GB	24.1 GB	51.2 GB	156 GB
61	74/96d2b4	7f49ddf1-6f3f-47db-94f5-b1273ebb9309	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_BUILD (MEGAHIT-CAPES_S7)	COMPLETED	0	2021-07-29 11:53:01.394	1m 29s	59s	100.1%	341.9 MB	486.2 MB	221.8 MB	87.6 MB
60	8a/d6f9b4	ca4c90f7-4bd3-4373-b8fc-130d95f62dc2	NFCORE_MAG:MAG:QUAST (MEGAHIT-CAPES_S7)	COMPLETED	0	2021-07-29 11:53:01.320	2m 19s	58.2s	105.9%	363.4 MB	1.3 GB	624.8 MB	56.9 MB
62	98/2b516e	84754b34-17c1-4519-82e9-84fb087b016a	NFCORE_MAG:MAG:QUAST (SPAdes-CAPES_S11)	COMPLETED	0	2021-07-29 11:54:11.291	4m 9s	2m 28s	103.5%	1.4 GB	2.4 GB	1.5 GB	130.3 MB
63	56/877ba3	3975a557-5786-40ee-b33f-50d7427692b0	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_BUILD (SPAdes-CAPES_S11)	COMPLETED	0	2021-07-29 11:54:11.345	5m 10s	4m 40s	101.3%	961.8 MB	1.1 GB	705.5 MB	266.3 MB
53	0b/c023cf	5046359f-df4f-4c87-b1fe-0449b0629082	NFCORE_MAG:MAG:NANOPLOT_FILTERED (CAPES_S11)	COMPLETED	0	2021-07-29 11:46:31.221	17m	15m 1s	98.4%	386.6 MB	1.8 GB	3.1 GB	20.7 MB
57	6d/ea1427	a4face75-d510-4e12-9da7-f6bc85cdfc85	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdes-CAPES_S7-CAPES_S11)	COMPLETED	0	2021-07-29 11:48:21.324	24m 39s	23m 21s	212.7%	1.9 GB	2.9 GB	13.9 GB	12.1 GB
64	de/aac840	16fd527b-ff29-4e08-8415-a4a3f4f57b74	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (MEGAHIT-CAPES_S7-CAPES_S11)	COMPLETED	0	2021-07-29 11:54:31.397	20m 9s	19m 4s	225.4%	1.9 GB	2.9 GB	13.7 GB	11.9 GB
68	21/fa6136	055b820f-566d-437e-aad5-5f39c30649e9	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdes-CAPES_S11-CAPES_S7)	COMPLETED	0	2021-07-29 11:59:21.452	33m 19s	32m 26s	222.8%	2.2 GB	3.2 GB	18.4 GB	16 GB
66	2f/1113b7	1bc71ba2-4802-48c3-8f41-4a553eaaa2f3	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (MEGAHIT-CAPES_S7-CAPES_S21)	COMPLETED	0	2021-07-29 11:54:31.448	38m 59s	37m 52s	221.3%	1.9 GB	2.9 GB	22 GB	19.2 GB
59	bb/ac7f50	a0deb6f4-0be1-4262-837f-620a0cbb60ff	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdes-CAPES_S7-CAPES_S21)	COMPLETED	0	2021-07-29 11:48:21.432	45m 49s	44m 7s	215.9%	1.9 GB	2.9 GB	22.5 GB	19.7 GB
58	65/9bc9a9	77c67703-495b-42be-9b11-30f8244dfeba	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdes-CAPES_S7-CAPES_S7)	COMPLETED	0	2021-07-29 11:48:21.355	48m 19s	47m 20s	217.9%	1.9 GB	2.9 GB	19.9 GB	17.6 GB
67	a6/a28880	449c6cbc-6d66-4842-813c-c98cec782eb5	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdes-CAPES_S11-CAPES_S11)	COMPLETED	0	2021-07-29 11:59:21.514	39m 29s	38m 42s	217.6%	2.2 GB	3.2 GB	16.3 GB	14.4 GB
44	c9/f5f2c4	287bbbba-1bbd-43c6-b2b7-301bb5dfb11a	NFCORE_MAG:MAG:SPADES (CAPES_S21)	COMPLETED	0	2021-07-29 10:10:21.289	2h 28m 40s	2h 22m 1s	618.3%	14.4 GB	14.7 GB	71.4 GB	109.9 GB
71	66/81269d	5ee26fca-e258-4108-b73f-5bf7ec3bee3f	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_BUILD (SPAdes-CAPES_S21)	COMPLETED	0	2021-07-29 12:39:01.479	2m 29s	1m 53s	101.3%	586 MB	722.2 MB	416.2 MB	158.9 MB
70	4e/ed5241	860dcc9c-2ba5-4daf-aae6-1d40fe3a52ad	NFCORE_MAG:MAG:QUAST (SPAdes-CAPES_S21)	COMPLETED	0	2021-07-29 12:39:01.541	2m 49s	1m 32s	104.1%	989.4 MB	2 GB	1005 MB	84.1 MB
69	e2/a710f0	d07383e1-89f3-48b6-b307-87aee8400858	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdes-CAPES_S11-CAPES_S21)	COMPLETED	0	2021-07-29 11:59:21.632	45m 39s	44m 25s	216.4%	2.2 GB	3.2 GB	23.8 GB	20.8 GB
48	8e/815f96	59bdf07a-6300-4daa-98b0-338c53e9317a	NFCORE_MAG:MAG:MEGAHIT (CAPES_S21)	COMPLETED	0	2021-07-29 10:10:21.380	2h 34m 49s	2h 33m 48s	101.6%	3.3 GB	3.5 GB	35.3 GB	16.2 GB
76	b7/f725e7	c24a6c91-29a0-4099-a251-2ab20b83bb6a	NFCORE_MAG:MAG:QUAST (MEGAHIT-CAPES_S21)	COMPLETED	0	2021-07-29 12:45:11.286	1m 40s	1m 26s	103.6%	409.3 MB	1.3 GB	893.7 MB	81.8 MB
75	29/1a1aa3	09cfeba5-4c1a-4f2e-9103-44795aef995f	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_BUILD (MEGAHIT-CAPES_S21)	COMPLETED	0	2021-07-29 12:45:11.252	2m 10s	1m 38s	100.0%	494.4 MB	632.9 MB	342.6 MB	132.1 MB
65	4a/3ea007	7e9da3b2-e6a5-4b99-a105-7d24f9863a06	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (MEGAHIT-CAPES_S7-CAPES_S7)	COMPLETED	0	2021-07-29 11:54:31.342	54m 59s	53m 37s	215.0%	1.9 GB	2.9 GB	19.1 GB	16.8 GB
31	e4/b48e0b	09379c13-7004-4690-8a12-f97a09eb9ff8	NFCORE_MAG:MAG:MEGAHIT (CAPES_S11)	COMPLETED	0	2021-07-29 09:30:21.653	3h 19m 59s	3h 19m 20s	100.6%	2.2 GB	2.4 GB	29.5 GB	15.4 GB
81	30/820aef	2572238b-6207-48b1-81ef-b5b6d15769df	NFCORE_MAG:MAG:QUAST (MEGAHIT-CAPES_S11)	COMPLETED	0	2021-07-29 12:50:21.489	2m 39s	2m 19s	103.2%	469.9 MB	1.3 GB	1.3 GB	125.9 MB
80	65/9d7f03	8647d6af-3344-4ca8-a3f2-6160bb48072d	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_BUILD (MEGAHIT-CAPES_S11)	COMPLETED	0	2021-07-29 12:50:21.434	3m 19s	2m 52s	100.2%	789 MB	910.8 MB	560.6 MB	212.4 MB
72	a3/67845c	c0bdb3a1-41bd-459c-a165-7c2dd1cb43bf	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdes-CAPES_S21-CAPES_S11)	COMPLETED	0	2021-07-29 12:41:31.494	20m 9s	19m 15s	228.5%	2 GB	3 GB	14.3 GB	12.4 GB
77	98/2c6cab	f3daaff8-8f6d-4b4e-ace0-1df398251930	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (MEGAHIT-CAPES_S21-CAPES_S11)	COMPLETED	0	2021-07-29 12:47:21.478	20m 19s	19m 30s	228.0%	2 GB	2.9 GB	14 GB	12.2 GB
73	d5/7b9db8	fbadb1e2-80bb-4303-84a1-cc16707e81dc	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdes-CAPES_S21-CAPES_S7)	COMPLETED	0	2021-07-29 12:41:31.517	36m 29s	35m 16s	219.8%	2 GB	3 GB	18.7 GB	16.4 GB
78	19/9bc298	9eb90050-0ce3-423b-8cd8-62673dd4c67e	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (MEGAHIT-CAPES_S21-CAPES_S7)	COMPLETED	0	2021-07-29 12:47:21.369	33m 40s	32m 41s	224.1%	1.9 GB	2.9 GB	18 GB	15.7 GB
83	d6/fccb30	34621e39-cfd5-44c6-be55-45c710aad882	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (MEGAHIT-CAPES_S11-CAPES_S7)	COMPLETED	0	2021-07-29 12:53:41.504	30m 59s	30m 2s	224.1%	2.1 GB	3.1 GB	17.9 GB	15.5 GB
82	f8/bde031	68490f32-3589-4db6-b81b-a5d0dc18f0df	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (MEGAHIT-CAPES_S11-CAPES_S11)	COMPLETED	0	2021-07-29 12:53:41.432	43m 49s	43m 6s	214.9%	2 GB	3 GB	15.5 GB	13.6 GB
84	e0/791569	38f434b6-b5f9-4f40-995e-3c44206d5af2	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (MEGAHIT-CAPES_S11-CAPES_S21)	COMPLETED	0	2021-07-29 12:53:41.583	45m 19s	44m 20s	219.5%	2 GB	3 GB	23 GB	20.1 GB
74	8a/40cbcd	85be14e6-da46-4b77-ae41-63801b2f08f8	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdes-CAPES_S21-CAPES_S21)	COMPLETED	0	2021-07-29 12:41:31.679	59m 39s	58m 38s	216.0%	2 GB	3 GB	24.6 GB	21.7 GB
79	bb/803f44	2cb89d3a-5460-4417-8ce2-01f027f917b5	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (MEGAHIT-CAPES_S21-CAPES_S21)	COMPLETED	0	2021-07-29 12:47:21.567	1h 2m 9s	1h 1m 2s	212.3%	1.9 GB	2.9 GB	23.5 GB	20.7 GB
51	b5/161a1e	528f5dda-2790-4b25-b907-2daec4afc38f	NFCORE_MAG:MAG:FILTLONG (CAPES_S21)	COMPLETED	0	2021-07-29 11:29:51.201	3h 12m	2h 54m 48s	102.1%	14 GB	14 GB	25.3 GB	14.7 GB
54	28/ac8ecc	4af298a8-0fb8-44ca-abe4-7511e038fd6b	NFCORE_MAG:MAG:SPADESHYBRID (CAPES_S11)	COMPLETED	0	2021-07-29 11:46:31.416	3h 10m 30s	3h 9m 34s	661.3%	23.8 GB	24.1 GB	54.2 GB	156 GB
52	58/6559c7	9da49325-23cb-4203-a0d0-e7de8cb68f4f	NFCORE_MAG:MAG:FILTLONG (CAPES_S7)	COMPLETED	0	2021-07-29 11:39:01.337	3h 54m 30s	3h 45m 52s	102.0%	10.5 GB	10.6 GB	30.6 GB	20 GB
87	a7/7eb19f	c22a5ead-8587-47c1-8fc6-f360ea7675f5	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_BUILD (SPAdesHybrid-CAPES_S11)	COMPLETED	0	2021-07-29 14:57:01.574	53m 9s	4m 18s	101.6%	980.3 MB	1.1 GB	723.7 MB	271.4 MB
85	5f/0c797e	3f99cf63-746f-4bb6-9be2-6407916d03f3	NFCORE_MAG:MAG:NANOPLOT_FILTERED (CAPES_S21)	COMPLETED	0	2021-07-29 14:41:51.429	1h 14m 40s	14m 57s	99.9%	603.6 MB	3.1 GB	4.9 GB	41.5 MB
88	b6/589d21	7467365e-d65f-4f9c-a04d-2e5d2a4cd9a7	NFCORE_MAG:MAG:QUAST (SPAdesHybrid-CAPES_S11)	COMPLETED	0	2021-07-29 14:57:01.673	1h 8m 39s	2m 34s	103.3%	1.5 GB	2.5 GB	1.6 GB	140.1 MB
89	9b/fe3111	a192818a-c124-4fe7-b989-5b7e4b1c3dae	NFCORE_MAG:MAG:NANOPLOT_FILTERED (CAPES_S7)	COMPLETED	0	2021-07-29 15:33:31.609	59m 39s	21m 8s	98.4%	452.9 MB	1.8 GB	7 GB	27.3 MB
92	c4/cd8b86	05954591-1cbe-4cb9-8b1f-7aa8285c574f	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdesHybrid-CAPES_S11-CAPES_S7)	COMPLETED	0	2021-07-29 15:50:11.553	56m 50s	30m 56s	220.9%	2.2 GB	3.2 GB	18.5 GB	16.1 GB
91	28/addf85	4aada263-49fe-4521-bf48-a35d3fc30e1e	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdesHybrid-CAPES_S11-CAPES_S11)	COMPLETED	0	2021-07-29 15:50:11.653	1h 12m 29s	46m 43s	215.0%	2.2 GB	3.2 GB	16.3 GB	14.4 GB
