task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
93	e1/5e3d07	df2da14e-5bec-4c2a-96f0-0883087dd8be	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdesHybrid-CAPES_S11-CAPES_S21)	COMPLETED	0	2021-07-29 15:50:11.827	1h 27m 9s	1h 39s	218.1%	2.2 GB	3.2 GB	23.9 GB	20.9 GB
86	a8/544557	54a53340-1ed9-4fbb-a5d7-61646bb30fed	NFCORE_MAG:MAG:SPADESHYBRID (CAPES_S21)	COMPLETED	0	2021-07-29 14:41:51.457	4h 43m 10s	3h 38m 36s	653.4%	14.4 GB	14.7 GB	76.2 GB	109.8 GB
90	57/cebf37	3b1d20bd-b7e9-4cb6-8f54-81c0173735b6	NFCORE_MAG:MAG:SPADESHYBRID (CAPES_S7)	COMPLETED	0	2021-07-29 15:33:31.505	4h 7m 30s	3h 30m 34s	724.6%	9.9 GB	13.9 GB	63.5 GB	77.2 GB
95	57/5b67bf	b1931ef3-a485-4db9-afd2-700141a3a3cd	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_BUILD (SPAdesHybrid-CAPES_S21)	COMPLETED	0	2021-07-29 19:25:01.961	1h 3m 19s	2m 6s	107.1%	604.2 MB	742.5 MB	429.2 MB	162.7 MB
94	13/9c322c	dd598a20-8bff-4313-b0ee-dcd0f09cbccf	NFCORE_MAG:MAG:QUAST (SPAdesHybrid-CAPES_S21)	COMPLETED	0	2021-07-29 19:25:01.912	1h 4m 29s	2m 34s	84.5%	1 GB	2 GB	1 GB	91.9 MB
96	91/924ca5	319655fb-f506-4be8-b303-1c9f44b7cd19	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_BUILD (SPAdesHybrid-CAPES_S7)	COMPLETED	0	2021-07-29 19:41:01.961	49m 59s	1m 44s	98.9%	418.6 MB	551.2 MB	285.6 MB	108.6 MB
97	67/ea1541	bb24b4d0-b4e5-4e0b-b8d8-6dd4eb4899f4	NFCORE_MAG:MAG:QUAST (SPAdesHybrid-CAPES_S7)	COMPLETED	0	2021-07-29 19:41:01.990	50m 19s	1m 29s	103.4%	847 MB	2.6 GB	783.3 MB	68.3 MB
101	6b/ec9a2a	f7618b9a-7a8d-4ec3-bfc8-11d509cfe436	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdesHybrid-CAPES_S7-CAPES_S11)	COMPLETED	0	2021-07-29 20:31:01.941	1h 23m 30s	18m 21s	226.2%	1.9 GB	2.9 GB	13.9 GB	12.1 GB
98	21/97471e	957941c4-00b5-4a28-bb0d-69511c339860	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdesHybrid-CAPES_S21-CAPES_S11)	COMPLETED	0	2021-07-29 20:28:21.975	1h 26m 40s	19m 6s	229.7%	2 GB	3 GB	14.3 GB	12.5 GB
103	60/e1d676	42ced154-4e58-4266-ae11-561d97d749a9	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdesHybrid-CAPES_S7-CAPES_S21)	COMPLETED	0	2021-07-29 20:31:02.161	1h 39m 9s	31m 34s	225.2%	1.9 GB	2.9 GB	22.5 GB	19.7 GB
99	81/391996	426806a1-9bb8-4150-9ad5-994595a2dabc	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdesHybrid-CAPES_S21-CAPES_S7)	COMPLETED	0	2021-07-29 20:28:21.914	1h 44m 20s	37m 22s	218.5%	2 GB	3 GB	18.8 GB	16.5 GB
102	01/a285f6	20c3a567-bcfc-44a2-afa3-dc3f0acefdef	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdesHybrid-CAPES_S7-CAPES_S7)	COMPLETED	0	2021-07-29 20:31:01.959	2h 3m 10s	57m 57s	216.8%	1.9 GB	2.9 GB	20 GB	17.7 GB
100	11/6f9fa8	da8ca3fa-b968-4287-994f-8bd06ac731c1	NFCORE_MAG:MAG:METABAT2_BINNING:BOWTIE2_ASSEMBLY_ALIGN (SPAdesHybrid-CAPES_S21-CAPES_S21)	COMPLETED	0	2021-07-29 20:28:22.073	2h 10m 19s	1h 2m 28s	218.6%	2 GB	3 GB	24.6 GB	21.7 GB
105	6f/343635	59d3a44e-3019-4f51-9221-fbac1829b07a	NFCORE_MAG:MAG:METABAT2_BINNING:METABAT2 (MEGAHIT-CAPES_S7)	COMPLETED	0	2021-07-29 22:38:42.239	1h 22m 49s	1m 15s	203.9%	302.5 MB	612.8 MB	5.9 GB	82.8 MB
104	45/587d89	e8ea7445-f0d7-4602-9306-2e57613df56f	NFCORE_MAG:MAG:METABAT2_BINNING:METABAT2 (SPAdes-CAPES_S7)	COMPLETED	0	2021-07-29 22:38:42.268	1h 23m 29s	1m 39s	179.5%	276.9 MB	5.4 GB	5.9 GB	97 MB
108	34/372747	fb40ddb5-a133-472a-92dd-88e2900e8e35	NFCORE_MAG:MAG:METABAT2_BINNING:METABAT2 (MEGAHIT-CAPES_S21)	COMPLETED	0	2021-07-29 22:38:42.459	1h 23m 39s	1m 47s	190.9%	550.1 MB	641.3 MB	5.8 GB	115.4 MB
107	49/2e6844	7f21734a-14c7-4a25-b7c9-420e3b8e88c8	NFCORE_MAG:MAG:METABAT2_BINNING:METABAT2 (SPAdes-CAPES_S21)	COMPLETED	0	2021-07-29 22:38:42.353	1h 23m 59s	2m 30s	179.7%	541.4 MB	633.3 MB	5.8 GB	145.7 MB
111	b0/77c50d	fa652600-d117-458b-bf60-e629b7e0c770	NFCORE_MAG:MAG:METABAT2_BINNING:METABAT2 (SPAdesHybrid-CAPES_S7)	COMPLETED	0	2021-07-29 22:38:42.668	1h 24m	1m 37s	191.3%	63.1 MB	288.8 MB	5.9 GB	95.4 MB
109	02/347b26	5d2e771f-53a5-47bf-ae01-74833d87cbf0	NFCORE_MAG:MAG:METABAT2_BINNING:METABAT2 (MEGAHIT-CAPES_S11)	COMPLETED	0	2021-07-29 22:38:42.535	1h 25m 29s	3m 2s	202.7%	1.4 GB	1.5 GB	6 GB	195.1 MB
112	fa/92a450	bc98f1cf-88e5-4a23-a43b-bf9776a66b3b	NFCORE_MAG:MAG:METABAT2_BINNING:METABAT2 (SPAdesHybrid-CAPES_S21)	COMPLETED	0	2021-07-29 22:38:42.843	1h 26m 9s	3m 5s	154.7%	732.5 MB	2.1 GB	5.8 GB	146.2 MB
106	98/c43845	3677b084-c283-4b87-9ca6-8d1c29e5ba94	NFCORE_MAG:MAG:METABAT2_BINNING:METABAT2 (SPAdes-CAPES_S11)	COMPLETED	0	2021-07-29 22:38:42.339	1h 26m 59s	5m 3s	164.7%	1.6 GB	1.6 GB	6.1 GB	258.9 MB
110	30/f6ec5e	14b8aca4-9f94-45b0-97e3-a179d7e1dda2	NFCORE_MAG:MAG:METABAT2_BINNING:METABAT2 (SPAdesHybrid-CAPES_S11)	COMPLETED	0	2021-07-29 22:38:42.678	1h 27m 19s	4m 38s	180.0%	1.7 GB	2.2 GB	6.1 GB	255.4 MB
120	c8/8715a3	d6ce405a-ce59-4a08-8738-0c384f0adf08	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.13.fa)	COMPLETED	0	2021-07-30 00:01:32.654	20m 59s	1m 26s	451.9%	3.4 GB	52.4 GB	1.8 GB	1.7 GB
118	c5/8d53cb	40d1fc23-3bf0-4a43-a7da-a425838892be	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.11.fa)	COMPLETED	0	2021-07-30 00:01:32.641	21m 29s	2m	483.4%	3.4 GB	52.4 GB	2.4 GB	2.4 GB
119	d9/437b5d	8825c4ff-56ea-438c-8e2b-754dc1581c83	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.12.fa)	COMPLETED	0	2021-07-30 00:01:32.715	21m 30s	1m 42s	379.4%	3.5 GB	52.4 GB	2.1 GB	2 GB
117	19/49c485	449fa4ac-a2b4-4454-8e73-940f902120e5	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.1.fa)	COMPLETED	0	2021-07-30 00:01:32.525	21m 39s	1m 36s	347.3%	2.9 GB	23.3 GB	2.2 GB	2.1 GB
121	f5/52e274	d8460a7d-2ede-4ecc-8ac9-75a64cfb2397	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.14.fa)	COMPLETED	0	2021-07-30 00:01:32.632	21m 40s	1m 47s	458.9%	3 GB	41.6 GB	2.4 GB	2.4 GB
125	13/715d2b	fdaaafce-0bc8-4b68-a5a0-b4965bd18331	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.19.fa)	COMPLETED	0	2021-07-30 00:01:32.793	21m 41s	1m 19s	444.6%	3.4 GB	25.4 GB	1.8 GB	1.7 GB
115	1c/d14ab4	578e848d-e417-4d30-829a-a6efbda5840a	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.10.fa)	COMPLETED	0	2021-07-30 00:01:32.670	22m 9s	2m 27s	507.9%	6.1 GB	44.3 GB	3.1 GB	2.6 GB
122	30/2a0033	c7796c1b-7f8f-48f5-bea4-286750afae8f	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.15.fa)	COMPLETED	0	2021-07-30 00:01:32.709	22m 19s	2m 51s	535.1%	4.4 GB	52.5 GB	3.2 GB	2.6 GB
116	00/8b3f88	fd047b95-c9be-496d-bf96-f26872c6b2c2	NFCORE_MAG:MAG:METABAT2_BINNING:MAG_DEPTHS (MEGAHIT-CAPES_S7)	COMPLETED	0	2021-07-30 00:01:33.163	22m 29s	1s	159.1%	70 MB	2.2 GB	39.1 MB	4.8 KB
124	94/c237b9	aff7381e-a013-4cd0-9337-a444f5efdabe	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.17.fa)	COMPLETED	0	2021-07-30 00:01:32.835	23m 19s	3m	540.0%	3.6 GB	29.5 GB	2.9 GB	2.6 GB
123	f6/d1daf5	942a2232-2a7e-4302-9fdb-27d94e4043d5	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.16.fa)	COMPLETED	0	2021-07-30 00:01:32.789	23m 29s	3m 52s	595.5%	4.1 GB	52.6 GB	4.3 GB	3 GB
127	73/5bd684	773575bd-4e5b-4d8f-9317-4429c457ffb9	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.2.fa)	COMPLETED	0	2021-07-30 00:01:32.831	23m 39s	1m 41s	361.7%	2.9 GB	24.4 GB	2.1 GB	2 GB
126	4d/f6c2ef	af74d784-e0aa-4044-bd5a-490ecad8916f	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.18.fa)	COMPLETED	0	2021-07-30 00:01:32.890	23m 49s	1m 50s	351.9%	2.9 GB	50.3 GB	2.2 GB	2.1 GB
130	88/33ec9b	b6df0a8d-d3b2-4478-a234-bfc528131e61	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.22.fa)	COMPLETED	0	2021-07-30 00:01:32.995	23m 50s	2m	480.9%	2.9 GB	50.5 GB	2.4 GB	2.4 GB
131	f8/c60c9f	67ebb544-a8aa-448e-927d-311d7bbed702	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.23.fa)	COMPLETED	0	2021-07-30 00:01:33.127	23m 50s	1m 36s	495.3%	3.6 GB	25.5 GB	1.9 GB	1.8 GB
132	87/67c7b4	3857601d-434d-48f2-98f0-8470368ffbdd	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.24.fa)	COMPLETED	0	2021-07-30 00:01:33.118	23m 59s	2m 13s	498.6%	3.5 GB	52.4 GB	2.4 GB	2.4 GB
129	2b/fef142	4d626b99-c8fc-41fa-95e2-cdf1bf705697	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.21.fa)	COMPLETED	0	2021-07-30 00:01:32.944	24m 9s	1m 50s	440.3%	2.9 GB	41.5 GB	2.4 GB	2.3 GB
133	11/6eb139	bf91e18a-e875-4f45-9132-6becd59ddeea	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.25.fa)	COMPLETED	0	2021-07-30 00:01:33.152	24m 19s	1m 57s	461.1%	2.9 GB	24.4 GB	2.4 GB	2.3 GB
128	7d/cc2015	3a8196e9-fe8a-4185-b6ed-2984485dd91d	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.20.fa)	COMPLETED	0	2021-07-30 00:01:32.997	24m 29s	4m 18s	604.8%	4 GB	25.6 GB	3.1 GB	2.9 GB
135	2e/43588b	514fdc1d-9c3e-4fce-a692-5d7393c82280	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.27.fa)	COMPLETED	0	2021-07-30 00:01:33.278	24m 29s	1m 44s	446.6%	2.9 GB	41.5 GB	2.4 GB	2.3 GB
134	2d/183596	e205f976-f02b-467c-beae-21acc5d0370e	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.26.fa)	COMPLETED	0	2021-07-30 00:01:33.252	24m 49s	1m 56s	465.6%	3.2 GB	51.5 GB	2.3 GB	2.3 GB
113	d8/dc53bb	1b8ae269-65f3-44b0-949a-2f1710e8bde5	NFCORE_MAG:MAG:QUAST_BINS (MEGAHIT-CAPES_S7)	COMPLETED	0	2021-07-30 00:01:33.263	24m 50s	1m 43s	205.0%	89.4 MB	1 GB	3.6 GB	196.6 MB
138	cd/3af855	587e23af-1c20-419d-a3e9-e0ba5c647bc2	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.3.fa)	COMPLETED	0	2021-07-30 00:01:33.342	26m 9s	1m 49s	445.5%	3.4 GB	25.4 GB	2.3 GB	2.3 GB
142	40/f7aad3	37f80532-2b61-46c5-bdd8-d775886da78f	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.33.fa)	COMPLETED	0	2021-07-30 00:01:33.518	26m 9s	1m 22s	422.8%	2.9 GB	41.3 GB	2 GB	1.9 GB
136	d1/b54ed0	7b5d5a9e-d500-45a1-9120-79ad3c39d089	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.28.fa)	COMPLETED	0	2021-07-30 00:01:33.304	26m 19s	2m 14s	391.0%	3.4 GB	25.4 GB	2.7 GB	2.7 GB
137	dc/9cbf14	e7e62689-937b-4a25-8115-c051a0aff6d2	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.29.fa)	COMPLETED	0	2021-07-30 00:01:33.353	26m 20s	1m 59s	454.7%	3.4 GB	25.4 GB	2.3 GB	2.3 GB
145	f7/2da190	76bfff53-6e5d-4792-98ff-61fb4fc39636	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.36.fa)	COMPLETED	0	2021-07-30 00:01:33.694	26m 20s	1m 27s	448.3%	3.5 GB	25.4 GB	1.8 GB	1.7 GB
140	58/ccccb5	5d544e0a-b164-4880-9dd6-f8607c90abae	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.31.fa)	COMPLETED	0	2021-07-30 00:01:33.431	26m 29s	2m 10s	505.5%	3.5 GB	52.4 GB	2.5 GB	2.4 GB
139	c0/191ccc	08447640-cebf-4382-a48c-42115c95d7c6	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.30.fa)	COMPLETED	0	2021-07-30 00:01:33.434	26m 29s	2m 10s	458.7%	3.5 GB	57 GB	2.3 GB	2.4 GB
144	b0/04bf1e	444b3daf-f369-4010-a0e5-7b546a84f6a8	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.35.fa)	COMPLETED	0	2021-07-30 00:01:33.569	26m 30s	1m 34s	339.7%	3.5 GB	43.4 GB	2.1 GB	2 GB
146	58/029954	71960491-fbfd-4c50-b064-8d1b927bcddc	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.37.fa)	COMPLETED	0	2021-07-30 00:01:33.657	26m 48s	2m 5s	482.5%	3.4 GB	52.4 GB	2.3 GB	2.3 GB
143	ac/7cf9bd	cb894180-ee28-450c-860b-b6911f5f3174	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.34.fa)	COMPLETED	0	2021-07-30 00:01:33.577	27m 8s	2m 19s	489.1%	3.8 GB	52.4 GB	2.7 GB	2.4 GB
148	8a/4d7814	9cd485d2-b38b-4753-a1d7-bf4cf85c091a	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.38.fa)	COMPLETED	0	2021-07-30 00:01:33.737	27m 38s	2m 19s	516.3%	3.5 GB	52.4 GB	2.6 GB	2.4 GB
147	96/97245d	4906bec7-6edd-4507-aca2-e458c6a6c008	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.39.fa)	COMPLETED	0	2021-07-30 00:01:33.791	27m 39s	1m 53s	469.2%	2.9 GB	50.5 GB	2.4 GB	2.3 GB
141	dd/027cdd	39fc25cd-deac-4be7-820e-72dd9a818707	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.32.fa)	COMPLETED	0	2021-07-30 00:01:33.601	27m 48s	1m 59s	467.2%	3.3 GB	23.6 GB	2.4 GB	2.3 GB
154	63/268a43	06605a9b-e801-410e-bb29-5df62a158a1f	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.7.fa)	COMPLETED	0	2021-07-30 00:01:33.953	28m 38s	1m 39s	350.7%	2.9 GB	50.3 GB	2.1 GB	2 GB
156	00/ec7e07	4abb61d2-01f8-4dc1-9b3b-4c371134ae04	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.9.fa)	COMPLETED	0	2021-07-30 00:01:34.072	28m 48s	1m 52s	443.0%	2.9 GB	23.5 GB	2.3 GB	2.3 GB
149	2d/349314	33655c85-8c4a-4736-9105-ebd292a33df8	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.4.fa)	COMPLETED	0	2021-07-30 00:01:33.807	28m 58s	2m 12s	509.0%	3.5 GB	52.4 GB	2.5 GB	2.4 GB
150	81/ff372b	323e7694-ff78-4913-8416-b7614c36ec71	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.40.fa)	COMPLETED	0	2021-07-30 00:01:33.820	28m 59s	2m 4s	460.8%	2.9 GB	23.5 GB	2.5 GB	2.3 GB
153	d6/badb14	6b0c1f9c-b54c-4216-a6f2-f715333a8fb2	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.6.fa)	COMPLETED	0	2021-07-30 00:01:33.957	29m	2m 6s	450.1%	2.9 GB	23.5 GB	2.3 GB	2.3 GB
151	00/8d6674	e1027434-e88b-4997-8597-9b51ffa7b97b	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.41.fa)	COMPLETED	0	2021-07-30 00:01:33.907	29m 8s	2m 10s	493.5%	3.5 GB	47.5 GB	3.2 GB	2.6 GB
152	15/55fe05	e1386e56-cf19-4407-8bbc-f852c44226f7	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.5.fa)	COMPLETED	0	2021-07-30 00:01:34.187	29m 28s	2m 2s	491.6%	3 GB	51.5 GB	2.6 GB	2.3 GB
163	aa/17497b	3dbd64cd-1683-422c-80cf-9da679ca40bb	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.12.fa)	COMPLETED	0	2021-07-30 00:02:12.656	28m 59s	1m 13s	423.6%	2.9 GB	50.4 GB	1.8 GB	1.7 GB
155	97/6ca251	a76e5aae-9ada-4451-a9b0-a7ae2539ba1e	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (MEGAHIT-CAPES_S7.8.fa)	COMPLETED	0	2021-07-30 00:01:34.071	29m 58s	2m 7s	495.0%	3.4 GB	52.4 GB	2.8 GB	2.5 GB
160	9c/6469de	8f26e638-540f-4258-b83a-cae0340cf559	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.10.fa)	COMPLETED	0	2021-07-30 00:02:12.449	29m 20s	3m 3s	543.4%	3.7 GB	30 GB	3.2 GB	2.6 GB
162	8d/ff94c2	6f714b64-e0a5-4223-b95a-8c8afb44b1a8	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.11.fa)	COMPLETED	0	2021-07-30 00:02:12.613	29m 29s	1m 37s	355.1%	3.4 GB	25.4 GB	2.1 GB	2 GB
161	51/82a483	b0201241-c09d-44af-9a96-32bdcbb4ab6a	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.1.fa)	COMPLETED	0	2021-07-30 00:02:12.519	29m 49s	2m 9s	495.2%	3.5 GB	52.4 GB	2.5 GB	2.4 GB
157	ff/46dc43	00e850cf-a7fe-4af8-8d10-22208351efb9	NFCORE_MAG:MAG:METABAT2_BINNING:MAG_DEPTHS (SPAdes-CAPES_S7)	COMPLETED	0	2021-07-30 00:02:13.125	29m 59s	1s	150.4%	68.2 MB	2.2 GB	41.1 MB	4.8 KB
169	bc/ff3f0a	1176aae2-ca12-4401-b6f2-c4e42c7c4dbf	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.18.fa)	COMPLETED	0	2021-07-30 00:02:12.867	30m 9s	1m 21s	423.8%	3.5 GB	25.4 GB	1.8 GB	1.7 GB
164	dd/d199e1	0d35e5eb-2035-44db-bc10-e6e9bbbe4641	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.13.fa)	COMPLETED	0	2021-07-30 00:02:12.637	30m 39s	1m 58s	469.1%	3.4 GB	56.6 GB	2.3 GB	2.3 GB
166	c9/0c3ca8	f9105552-16fd-43be-8fdb-74f2022e3d9a	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.15.fa)	COMPLETED	0	2021-07-30 00:02:12.856	30m 40s	1m 58s	467.0%	2.9 GB	50.5 GB	2.3 GB	2.3 GB
165	16/0e0a95	07339cc2-5050-46f2-b39f-b5ad716afa48	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.14.fa)	COMPLETED	0	2021-07-30 00:02:12.729	30m 59s	1m 33s	368.8%	3.5 GB	25.4 GB	2.1 GB	2 GB
177	0a/2f736f	bfbf63e8-0b0e-4278-ab20-84cdf3645a90	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.25.fa)	COMPLETED	0	2021-07-30 00:02:13.323	31m	1m 18s	429.4%	2.9 GB	50.3 GB	1.8 GB	1.7 GB
167	29/492bce	96cd0514-364e-480d-a330-236db59e2a69	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.16.fa)	COMPLETED	0	2021-07-30 00:02:12.805	31m 9s	1m 59s	474.9%	2.9 GB	57 GB	2.4 GB	2.3 GB
170	3b/4b407b	e4e14b65-0e1a-4c22-bdc3-2ac8f37ffe64	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.19.fa)	COMPLETED	0	2021-07-30 00:02:13.023	31m 19s	2m 2s	482.0%	3.5 GB	43.4 GB	2.6 GB	2.4 GB
172	cc/46f45b	764e05e8-3f29-4384-acfa-9b8b32420eed	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.20.fa)	COMPLETED	0	2021-07-30 00:02:13.077	31m 29s	2m 8s	476.7%	3.5 GB	30 GB	2.6 GB	2.4 GB
168	1e/6e6410	372dda13-84b7-488f-a17f-5572f393ecf2	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.17.fa)	COMPLETED	0	2021-07-30 00:02:12.924	31m 49s	2m 5s	467.7%	4.7 GB	51.8 GB	2.6 GB	2.3 GB
175	c1/8926a2	21cab325-0f2b-4d3c-b5ae-4a510d870c5c	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.23.fa)	COMPLETED	0	2021-07-30 00:02:13.188	31m 59s	2m 13s	482.0%	4.5 GB	25.4 GB	2.9 GB	2.5 GB
178	18/67fd6d	f451ba99-7ffa-4570-933b-97d90bb7cb51	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.26.fa)	COMPLETED	0	2021-07-30 00:02:13.329	32m 19s	2m 2s	456.7%	3.5 GB	25.4 GB	2.4 GB	2.3 GB
179	97/502448	b4305dcd-8dab-4816-b234-2a835a274f74	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.27.fa)	COMPLETED	0	2021-07-30 00:02:13.550	32m 38s	1m 21s	437.3%	2.9 GB	50.3 GB	1.8 GB	1.7 GB
171	32/85a7fb	65b13a40-f85f-40d3-b6ed-3340e01733c2	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.2.fa)	COMPLETED	0	2021-07-30 00:02:12.987	32m 49s	2m 27s	515.2%	5.5 GB	25.8 GB	2.9 GB	2.5 GB
174	08/c5f62d	6f808e4c-cb28-4156-b91a-91e99255e718	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.22.fa)	COMPLETED	0	2021-07-30 00:02:13.244	32m 50s	1m 48s	356.3%	2.9 GB	51.5 GB	2.2 GB	2 GB
182	89/aedb30	919b71d8-9faa-444a-bc9f-79f41a0b4da0	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.3.fa)	COMPLETED	0	2021-07-30 00:02:13.548	32m 58s	1m 14s	425.2%	2.9 GB	41.3 GB	1.8 GB	1.7 GB
176	34/00e34b	033369ff-5f5e-46c4-846e-ce6029d78adc	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.24.fa)	COMPLETED	0	2021-07-30 00:02:13.346	33m 9s	1m 55s	469.4%	3.4 GB	52.4 GB	2.3 GB	2.3 GB
173	34/3d7883	47292c43-30e3-456b-a5d7-8040cac6917a	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.21.fa)	COMPLETED	0	2021-07-30 00:02:13.107	33m 29s	1m 38s	387.4%	3.5 GB	25.4 GB	2.1 GB	2 GB
181	1a/ded6fb	84cac221-b3bc-4bba-a148-757777d97440	NFCORE_MAG:MAG:BUSCO_QC:BUSCO (SPAdes-CAPES_S7.29.fa)	COMPLETED	0	2021-07-30 00:02:13.540	33m 38s	2m 41s	500.1%	3.7 GB	25.4 GB	3.2 GB	2.6 GB
